#{"t_start": 1702938924.1203842, "env_id": "BipedalWalker-v3"}
r,l,t
-121.599441,1600,18.118767
-111.651152,79,18.757081
-103.054228,77,19.402056
-116.785862,60,19.90891
-108.266129,132,21.037575
-120.534165,1600,117.944089
-125.638436,131,119.105428
-107.996838,1600,182.086048
-101.353742,71,182.706542
-100.447267,60,183.241617
-100.071992,80,184.608991
-117.998487,1600,255.546135
-110.791893,77,256.10702
-100.671911,1600,336.676568
-104.926966,50,337.056482
-121.488589,131,338.038618
-95.926485,88,338.743342
-100.54119,1600,409.888809
-117.38617,65,410.455448
-102.041137,71,411.09314
-62.881508,1600,482.323299
-114.419227,1600,511.190851
-58.16524,1600,580.542087
-72.067182,1600,653.076788
-50.727105,1600,710.028046
-47.516765,1600,724.27544
-106.513694,78,724.927178
-38.964598,1600,797.385538
-45.355105,1600,890.366273
-162.779126,1187,970.904633
-12.60409,1600,1006.112293
0.786931,1600,1109.07126
19.846737,1600,1189.82614
55.261842,1600,1272.257599
-25.640511,1600,1383.352294
12.792783,1600,1427.5252
32.058326,1600,1511.181268
-58.781245,1600,1605.586387
22.730326,1600,1707.193245
-13.030628,1600,1740.689881
4.074092,1600,1835.994428
95.287463,1600,1935.383018
111.696215,1600,2027.96438
-94.526919,1392,2061.846275
134.410466,1600,2145.301163
127.220734,1600,2234.873059
128.855735,1600,2329.370319
151.485028,1600,2429.354179
165.507905,1600,2467.793843
149.951645,1600,2547.6882
180.481104,1600,2650.336454
187.477848,1600,2740.297264
205.599613,1600,2770.223318
224.3172,1600,2873.828664
-116.939365,78,2874.487226
203.11964,1600,2968.76726
193.020289,1600,3063.104993
229.17608,1600,3160.83569
233.173658,1600,3194.434741
230.629851,1600,3301.790288
221.499214,1600,3395.504037
247.382368,1560,3463.638832
249.09885,1520,3531.185433
240.330043,1600,3556.409613
258.125081,1426,3614.633506
256.137841,1437,3678.320502
258.621174,1390,3707.910323
255.811836,1415,3803.408054
257.588066,1400,3890.794475
258.794623,1367,3910.177881
259.025462,1387,4002.368302
259.146195,1371,4083.040408
258.422215,1391,4112.006546
262.11122,1311,4191.136259
260.311134,1341,4287.500021
264.793471,1263,4315.158709
265.945412,1259,4399.672016
265.283816,1294,4491.886035
266.323666,1299,4519.645458
265.339322,1275,4605.740822
42.416195,868,4621.332355
265.909113,1261,4715.127854
263.331386,1303,4799.898282
266.830254,1225,4819.200836
262.32898,1353,4906.279284
264.173986,1275,4932.58952
266.217096,1264,5015.143218
261.394547,1330,5098.98356
2.752112,546,5111.672573
253.865735,1394,5187.979159
262.597872,1305,5213.861647
-11.454375,580,5283.532928
260.994869,1314,5308.884415
264.890917,1296,5383.030441
265.185315,1270,5407.871847
-46.804596,391,5467.177486
266.603611,1226,5491.723112
-11.355994,490,5495.760387
258.756272,1347,5580.483546
263.874774,1263,5663.004533
263.542407,1279,5680.687128
266.598472,1239,5771.167673
259.920033,1329,5857.731785
262.864808,1285,5875.795113
261.872746,1291,5976.022689
263.749797,1248,6002.236277
256.513592,1347,6076.725943
257.717177,1339,6160.122454
259.443113,1307,6186.06468
261.507108,1279,6262.078511
263.241175,1252,6345.435888
253.247765,1378,6370.798814
262.591211,1274,6450.43998
254.03408,1355,6535.586768
251.155501,1394,6561.486888
256.573543,1322,6646.923333
260.233136,1291,6720.430211
255.806647,1337,6745.612803
253.833712,1353,6814.669698
267.48338,1212,6828.853539
261.451186,1265,6887.927562
259.537975,1288,6947.485463
263.159689,1235,6961.789673
263.769088,1246,7020.825897
260.850825,1273,7074.761898
254.272831,1323,7095.06964
257.525467,1295,7154.343948
