#{"t_start": 1702938924.1223927, "env_id": "BipedalWalker-v3"}
r,l,t
-113.036594,49,4.411944
-109.864041,86,5.010761
-102.930813,52,5.378693
-114.059786,59,5.784272
-101.121596,66,6.243669
-112.930048,61,6.663126
-115.686307,1600,21.258291
-120.498109,80,82.598667
-118.080367,74,83.257677
-112.162744,49,83.708646
-102.243591,69,84.36062
-120.654707,87,85.16616
-104.907243,1600,129.637455
-123.614487,1600,184.961797
-161.556749,646,230.918221
-169.339879,750,245.720484
-105.16344,69,246.318227
-108.224252,70,255.381788
-116.04919,1600,335.784879
-119.103368,483,339.695533
-104.181838,49,340.140037
-104.515197,1600,411.3491
-83.021636,1600,482.552157
-84.147576,1600,511.475465
-119.156346,70,519.679879
-97.641295,112,520.645208
-83.003188,1600,582.665653
-69.398844,1600,655.227847
-113.393404,41,655.639169
-81.479488,1600,712.119849
-45.2984,1600,774.33432
-49.302473,1600,798.867351
-28.46756,1600,891.84915
-24.939166,1600,986.518633
-24.22846,1600,1086.33533
-23.883541,1600,1122.242205
10.446935,1600,1197.147934
-11.21745,1600,1282.505392
4.076041,1600,1388.835209
64.676082,1600,1486.394249
17.743367,1600,1516.964028
62.820895,1600,1610.85999
36.256165,1600,1712.225679
63.489175,1600,1815.636745
116.004839,1600,1915.973427
-44.495388,1600,1951.121332
89.274999,1600,2042.399707
106.838215,1600,2127.465508
133.334224,1600,2219.529708
64.486758,1600,2251.971014
130.175429,1600,2349.758605
165.919818,1600,2452.591827
169.991324,1600,2533.157036
118.565685,1600,2629.411197
206.016769,1600,2668.567249
-61.377061,411,2736.991844
167.218263,1600,2766.788808
180.335291,1600,2870.402742
218.130945,1600,2964.741242
195.595068,1600,3058.99647
230.460328,1600,3092.845381
230.812094,1600,3190.333528
192.135667,1600,3288.008278
245.308015,1586,3382.527224
213.405851,1600,3453.279359
255.222293,1437,3478.334502
246.393482,1523,3545.225827
253.014685,1495,3609.924349
259.118579,1352,3627.551051
255.462067,1448,3694.210475
258.602779,1396,3789.976554
259.444519,1364,3818.996891
258.85315,1400,3905.15959
108.648364,1228,3987.284785
255.535648,1408,4016.716773
262.01499,1320,4096.856782
263.567991,1341,4177.01816
256.525618,1419,4206.327009
260.388706,1341,4301.514282
260.219739,1367,4395.361778
262.958776,1319,4415.220184
263.948233,1300,4507.367653
259.874085,1320,4601.866416
261.464737,1343,4621.8478
268.529489,1251,4715.54297
263.795316,1309,4800.35697
259.673645,1351,4820.730371
257.572419,1365,4907.910831
263.418328,1306,4998.193552
256.59926,1370,5025.566649
255.993563,1379,5102.215295
255.106381,1384,5186.501694
263.836722,1255,5211.934754
262.540329,1267,5287.365013
261.259085,1320,5312.774377
261.533767,1287,5394.028283
267.157767,1223,5467.335636
258.665557,1311,5492.534484
262.884276,1299,5576.855515
268.791706,1208,5594.314995
75.589886,942,5666.812206
262.061514,1268,5755.828523
265.466285,1240,5784.127449
266.359479,1250,5860.814516
256.625419,1306,5887.448521
260.976713,1291,5987.621186
257.940699,1334,6062.216485
265.183395,1242,6087.083158
263.593198,1240,6162.364055
262.993596,1279,6245.917677
264.634686,1252,6270.851337
255.654628,1336,6347.941081
267.579188,1209,6371.863707
260.797423,1285,6459.555
254.89785,1347,6536.685079
259.037354,1291,6561.742722
260.585885,1291,6646.888591
2.97019,593,6651.922861
79.904073,830,6721.506231
257.928998,1295,6746.328358
259.309786,1268,6814.677706
264.512572,1197,6828.749426
258.683324,1280,6887.935725
67.198142,915,6939.49518
258.062867,1294,6959.450355
259.684673,1265,7013.399051
252.637977,1365,7034.039865
255.889854,1320,7093.557584
255.21538,1346,7147.959739
260.326704,1276,7167.957249
