#{"t_start": 1702938924.118906, "env_id": "BipedalWalker-v3"}
r,l,t
-190.829715,1211,14.070808
-100.328634,61,14.578439
-115.106947,1600,102.425898
-117.421463,90,103.209285
-115.817287,57,103.692429
-114.593406,1600,175.666534
-112.025478,40,176.032432
-121.804912,1600,239.979372
-100.770792,65,240.530647
-112.876076,1600,270.847809
-100.46404,88,271.597308
-113.495097,60,272.132915
-117.306769,1600,352.018092
-101.255016,79,352.816921
-102.206378,180,354.280115
-100.228776,82,354.987015
-78.293954,1600,426.79689
-112.200927,1600,497.356479
-120.554238,1600,573.610353
-58.818245,1600,646.3178
-69.902999,1600,661.227211
-62.259813,1600,717.450707
-44.056264,1600,779.704215
-97.089371,1600,872.557841
-19.802443,1600,907.982406
-106.875732,72,908.65684
-3.756898,1600,1003.10437
-10.696649,1600,1105.877309
17.284863,1600,1185.877156
5.935637,1600,1267.456949
-16.538276,1600,1300.121832
-0.417817,1600,1410.603187
11.586945,1600,1497.832978
45.385797,1600,1589.86341
44.476661,1600,1629.353044
78.105113,1600,1726.798422
78.531112,1600,1821.39607
105.245079,1600,1921.759376
-136.911696,859,1950.466798
-104.028062,79,1951.133643
117.730294,1600,2042.417498
-6.893812,1436,2126.078586
108.787224,1600,2218.157785
149.415725,1600,2250.591509
114.993815,1600,2348.387169
149.029319,1600,2450.435715
94.010925,1600,2531.670445
159.867013,1600,2563.948022
189.314275,1600,2667.178568
176.824826,1600,2752.612766
202.74313,1600,2851.945587
198.448085,1600,2949.553065
194.984108,1600,2983.467797
223.071111,1600,3078.114907
206.476029,1600,3175.595096
242.943818,1600,3273.208758
230.981279,1600,3306.514645
250.469064,1520,3399.638265
249.791851,1507,3467.174669
-11.288345,676,3479.235688
250.299315,1525,3546.145119
256.386853,1418,3610.196517
257.274922,1416,3633.671478
254.175799,1429,3694.862438
-117.076427,63,3695.395712
260.132925,1363,3790.900438
-19.847273,534,3804.050154
255.224933,1414,3891.371082
41.756982,1046,3907.980439
257.226502,1413,4000.427257
257.088958,1411,4081.349668
259.360529,1347,4101.699851
257.190423,1405,4189.937481
260.966395,1345,4286.389493
261.283059,1328,4314.559508
265.791071,1291,4399.356899
260.325657,1370,4492.253702
257.905187,1390,4520.837019
259.61665,1320,4615.267363
264.393021,1278,4702.144766
260.509547,1344,4728.302154
263.968775,1293,4814.3424
263.105097,1315,4833.291527
258.737772,1358,4920.430338
253.335189,1409,5011.62276
256.813796,1366,5088.856711
263.224418,1308,5115.265857
262.783747,1276,5197.946486
262.381519,1305,5216.448446
260.209514,1340,5299.584187
257.343275,1365,5381.515233
262.073716,1292,5406.556545
263.182422,1282,5480.495059
251.950518,1411,5565.225353
98.893694,1120,5582.218375
133.852299,1143,5663.681455
259.630805,1291,5688.637813
266.918552,1253,5772.321673
255.879744,1371,5859.009144
261.073566,1282,5885.362177
-119.39572,84,5886.100726
262.81759,1283,5978.023375
259.616584,1307,6060.635905
265.309523,1254,6085.552499
258.470878,1335,6161.666206
262.447856,1266,6245.114388
260.011601,1293,6270.395638
257.678192,1357,6347.65325
265.205223,1245,6371.883499
258.576525,1306,6459.763411
253.865277,1368,6537.061896
259.858341,1314,6562.312683
257.263904,1329,6647.76783
259.132839,1314,6721.466174
258.283276,1307,6746.399196
94.897501,976,6807.315215
259.651984,1309,6827.474053
256.133816,1336,6887.078586
258.510927,1301,6941.468346
258.393451,1308,6961.574583
255.457757,1341,7021.321998
254.79203,1328,7075.636333
259.186785,1294,7095.754184
257.990984,1288,7155.039426
