#{"t_start": 1702947202.9094608, "env_id": "CarRacing-v2"}
r,l,t
16.838488,1000,46.502873
55.629139,1000,91.930606
-3.936334,423,111.645385
70.095082,923,152.795084
69.866667,669,181.49481
166.982315,836,219.309048
401.328571,952,261.669726
15.50152,1000,336.992886
290.510949,1000,382.133497
250.157729,1000,430.58266
94.139194,1000,478.373099
616.666667,1000,525.222001
478.595318,1000,572.895546
372.222222,1000,653.01733
472.307692,1000,700.436114
565.517241,1000,747.021456
172.724742,882,788.454772
218.058566,924,831.788043
715.884477,1000,879.354897
276.977778,884,922.005264
362.732919,1000,1003.080057
290.625,1000,1050.369134
389.864865,1000,1096.44593
484.158416,1000,1144.011347
280.062305,1000,1191.191686
114.827559,648,1222.44842
65.625,1000,1303.791734
534.408602,1000,1351.85353
277.289377,1000,1400.03773
68.27931,732,1435.693584
529.179331,1000,1484.067858
259.504132,1000,1531.329759
356.86901,1000,1579.569622
518.012422,1000,1660.502919
542.44186,1000,1708.796074
636.05948,1000,1756.96683
485.365854,1000,1804.81119
628.522337,1000,1852.710042
363.022508,1000,1900.148969
861.937716,1000,1977.191401
611.538462,1000,2024.807069
382.638889,1000,2072.417204
913.8,862,2113.697714
732.142857,1000,2161.175394
443.252595,1000,2209.032932
422.292994,1000,2257.684651
914.2,858,2329.567753
914.4,856,2370.479291
724.0,1000,2418.107974
447.770701,1000,2466.989442
677.777778,1000,2514.645463
917.3,827,2554.137879
763.636364,1000,2634.121034
493.846154,1000,2681.939912
751.06383,1000,2731.053461
511.486486,1000,2778.371264
721.316614,1000,2826.120947
720.895522,1000,2873.448919
657.042254,1000,2951.638944
623.333333,1000,2999.797381
908.8,912,3042.556097
908.7,913,3085.75119
498.265896,1000,3134.402066
906.9,931,3179.368355
846.768061,1000,3227.446206
661.19403,1000,3307.710588
917.1,829,3347.748533
445.454545,1000,3396.578573
459.006211,1000,3445.306825
675.167785,1000,3493.036717
532.786885,1000,3541.537189
886.013986,1000,3620.262904
864.84375,1000,3668.00931
697.507788,1000,3716.182401
469.078947,1000,3764.73411
426.88172,1000,3815.541186
896.197719,1000,3863.648405
913.9,861,3902.063576
615.789474,1000,3980.411035
910.6,894,4022.572468
678.135048,1000,4069.283542
429.780564,1000,4116.49637
915.9,841,4157.309496
750.498339,1000,4204.155005
864.84375,1000,4282.128179
911.1,889,4324.731454
911.6,884,4366.117579
