#{"t_start": 1702947202.903047, "env_id": "CarRacing-v2"}
r,l,t
3.857567,1000,46.394851
-24.460432,1000,91.823007
-72.018881,910,132.063664
-122.197315,827,169.379049
224.355939,972,212.979718
-27.835052,1000,257.504914
273.770492,1000,332.776535
69.611307,1000,377.761375
542.384106,1000,425.850899
-5.440136,552,453.726176
694.117647,1000,500.936245
-10.664516,527,524.438533
526.262626,1000,572.096631
658.503401,1000,652.180024
730.449827,1000,699.594569
481.939799,1000,746.245861
533.116883,1000,793.045646
120.930233,1000,839.69751
394.994969,963,885.832793
400.0,1000,967.045017
382.954545,1000,1014.7576
912.7,873,1056.417777
678.145695,1000,1104.543494
192.418773,1000,1151.923112
869.072165,1000,1199.262249
675.280899,1000,1246.538409
670.76412,1000,1327.992886
710.457516,1000,1376.108756
494.339623,1000,1421.975678
689.308176,1000,1470.617953
548.387097,1000,1518.049961
844.250871,1000,1566.083551
619.230769,1000,1647.215175
889.247312,1000,1695.248645
765.248227,1000,1743.410914
827.586207,1000,1791.327631
623.183391,1000,1839.197448
916.7,833,1879.351957
738.235294,1000,1926.768356
696.352584,1000,2005.904257
457.04698,1000,2053.424494
691.044776,1000,2100.930001
698.657718,1000,2148.639221
701.886792,1000,2196.211122
915.2,848,2237.642542
907.7,923,2313.284529
702.39521,1000,2360.489547
851.219512,1000,2407.855649
389.552239,1000,2456.492311
281.578947,1000,2504.693043
908.5,915,2546.347474
893.079585,1000,2626.360869
795.910781,1000,2673.985692
595.945946,1000,2722.715152
614.776632,1000,2770.155336
257.827476,1000,2817.845521
321.221865,1000,2867.085597
442.955326,1000,2915.979026
591.823899,1000,2993.763672
702.158273,1000,3040.62053
662.214984,1000,3087.713346
832.885906,1000,3136.46922
389.489489,1000,3184.500712
496.875,1000,3232.687553
419.607843,1000,3312.862785
626.962457,1000,3360.849724
376.821192,1000,3409.679951
571.232877,1000,3458.091224
904.2,958,3504.055085
598.961938,1000,3552.093472
677.385159,1000,3631.190495
779.310345,1000,3679.31227
267.549669,1000,3727.047563
866.41791,1000,3776.019369
588.212928,1000,3826.885542
659.84252,1000,3874.448689
745.01845,1000,3952.074667
373.498233,1000,3999.587279
384.375,1000,4046.198491
537.630662,1000,4093.141706
689.473684,1000,4140.99556
871.33758,1000,4188.251234
661.565836,1000,4234.997677
906.1,939,4310.654617
692.64214,1000,4357.42116
858.333333,1000,4404.549079
489.655172,1000,4451.289852
600.680272,1000,4498.752854
908.0,920,4539.655943
550.519031,1000,4617.825326
646.95122,1000,4664.990157
650.0,1000,4711.790086
880.769231,1000,4758.580362
910.3,897,4801.365183
902.4,976,4847.47958
152.747253,1000,4926.014483
834.545455,1000,4972.528831
901.1,989,5018.460344
892.982456,1000,5064.984544
916.2,838,5104.969159
654.83871,1000,5152.316721
874.545455,1000,5199.091019
577.655678,1000,5275.689306
875.862069,1000,5322.345101
337.710438,1000,5369.315819
845.762712,1000,5416.887634
910.3,897,5459.356273
845.392491,1000,5506.707973
508.99654,1000,5585.685726
331.610942,1000,5633.413286
887.951807,1000,5679.611139
703.174603,1000,5724.933111
882.45614,1000,5771.068985
813.978495,1000,5819.067024
907.1,929,5862.910125
511.888112,1000,5942.537951
700.675676,1000,5989.936792
478.595318,1000,6036.320191
846.043165,1000,6082.04152
896.183206,1000,6130.160734
750.340136,1000,6179.15946
879.93311,1000,6255.956162
915.1,849,6295.203769
423.333333,1000,6341.243266
890.228013,1000,6387.681509
673.584906,1000,6434.66995
864.664311,1000,6481.708859
444.827586,1000,6558.546208
194.804762,922,6600.72471
790.977444,1000,6646.890501
914.5,855,6686.363215
856.521739,1000,6733.370886
147.457627,1000,6780.101097
924.0,760,6814.281435
654.966887,1000,6891.194597
806.354515,1000,6937.323908
816.996047,1000,6982.751765
627.574751,1000,7027.827363
445.751634,1000,7073.24509
632.673267,1000,7120.523979
522.073579,1000,7198.418218
868.19788,1000,7244.546716
704.216867,1000,7290.989831
879.238754,1000,7337.360631
540.138408,1000,7383.194903
398.233216,1000,7429.524162
881.132075,1000,7505.344803
889.932886,1000,7552.408104
706.122449,1000,7598.46892
623.92638,1000,7644.991491
903.2,968,7692.37587
736.879433,1000,7739.438204
775.502008,1000,7785.031602
559.793814,1000,7861.827805
865.986395,1000,7908.359861
584.210526,1000,7956.823002
626.618705,1000,8005.716445
836.877076,1000,8054.005038
884.555985,1000,8101.113527
607.90378,1000,8178.863712
788.178914,1000,8226.307188
328.082192,1000,8274.474843
181.794322,937,8322.133932
721.305842,1000,8371.671689
870.479705,1000,8418.768589
851.388889,1000,8509.363653
720.408163,1000,8558.595219
564.40678,1000,8608.482975
440.059347,1000,8658.195658
186.68942,1000,8708.282434
818.566775,1000,8756.227625
137.588652,1000,8840.163429
479.861111,1000,8888.555597
858.188153,1000,8937.347334
859.854015,1000,8985.594095
623.92638,1000,9034.734936
508.058608,1000,9083.226852
139.393939,1000,9133.298298
759.848485,1000,9222.91357
659.856631,1000,9271.556226
717.241379,1000,9320.123659
643.150685,1000,9368.658329
584.542587,1000,9417.365933
591.489362,1000,9465.681577
922.9,771,9541.388023
565.551839,1000,9590.268138
699.196787,1000,9638.757728
659.375,1000,9687.674627
658.730159,1000,9736.478964
559.163987,1000,9784.860543
422.38806,1000,9875.057053
114.788732,1000,9924.104566
858.490566,1000,9972.68122
727.464789,1000,10021.617622
