#{"t_start": 1702947202.9051986, "env_id": "CarRacing-v2"}
r,l,t
154.752852,1000,46.435423
38.059701,1000,91.861785
158.064516,1000,136.039288
-34.674713,842,174.028335
47.766323,1000,218.725928
189.389068,1000,263.159891
183.383764,931,335.549117
-35.894984,896,375.99157
359.064327,1000,424.023889
374.358974,1000,472.18542
755.072464,1000,519.103254
473.476703,1000,566.710406
460.714286,1000,646.776577
511.721612,1000,694.27642
435.410765,1000,740.916835
187.94664,916,783.686944
94.34629,1000,830.541549
693.478261,1000,877.954722
578.26087,1000,926.212563
72.757475,1000,1007.136072
666.550523,1000,1054.321669
711.501597,1000,1102.598196
850.530035,1000,1149.990541
346.043165,1000,1197.268908
913.9,861,1236.289169
733.910035,1000,1317.596295
74.757282,1000,1365.804956
914.4,856,1407.372957
650.841751,1000,1455.719651
572.354949,1000,1503.446671
522.857143,1000,1551.171314
497.359736,1000,1632.292923
296.825397,1000,1680.474363
403.649635,1000,1728.434199
915.6,844,1769.386264
610.09772,1000,1817.090415
907.6,924,1861.618182
299.350649,1000,1908.915773
832.142857,1000,1988.085948
717.241379,1000,2035.577384
885.239852,1000,2083.291469
488.815789,1000,2130.828957
406.944444,1000,2178.376451
655.932203,1000,2226.570107
471.428571,1000,2306.126761
915.0,850,2344.41104
662.376238,1000,2392.192716
587.697161,1000,2440.353822
910.7,893,2483.87656
376.331361,1000,2531.365913
226.530612,1000,2578.631896
131.225,720,2645.787767
577.042802,1000,2693.586601
615.654952,1000,2742.285407
853.125,1000,2789.643932
291.156463,1000,2837.55404
494.684385,1000,2887.172192
911.1,889,2960.180447
414.285714,1000,3008.14965
868.871595,1000,3055.253199
911.4,886,3095.135407
640.0,1000,3143.970367
915.0,850,3185.10321
868.309859,1000,3233.309331
859.558824,1000,3313.433122
889.726027,1000,3361.475951
683.171521,1000,3410.290432
473.076923,1000,3458.676955
706.122449,1000,3506.521788
296.103896,1000,3554.474686
901.7,983,3632.956304
862.962963,1000,3681.095632
456.313993,1000,3728.94367
491.065292,1000,3777.690068
421.172638,1000,3828.613331
910.3,897,3871.497974
884.375,1000,3949.327394
449.019608,1000,3996.55135
421.885522,1000,4043.261011
332.098765,1000,4090.133623
561.184211,1000,4138.036088
675.086505,1000,4185.249817
913.4,866,4226.05844
389.130435,1000,4302.412191
683.050847,1000,4349.427184
499.326599,1000,4396.498533
896.363636,1000,4443.329359
505.970149,1000,4490.520751
641.324921,1000,4537.190961
829.328622,1000,4615.283765
907.2,928,4659.226187
607.865169,1000,4705.885972
512.903226,1000,4752.761386
589.655172,1000,4800.055405
854.983923,1000,4847.294009
915.4,846,4887.544531
825.423729,1000,4965.494157
865.250965,1000,5011.891833
841.37931,1000,5058.331273
