#{"t_start": 1702947202.904144, "env_id": "CarRacing-v2"}
r,l,t
70.0,1000,46.414565
-5.04451,1000,91.842699
-6.354515,1000,136.019143
1.354545,442,156.794963
-81.815038,759,191.132787
57.55627,1000,235.914716
-41.653846,956,279.176846
557.051282,1000,352.20638
263.636364,1000,397.933647
85.897436,1000,446.681869
421.072797,1000,494.203913
53.284672,1000,541.067698
653.571429,1000,588.959721
259.050445,1000,669.368773
867.272727,1000,715.970622
138.80597,1000,762.553046
696.491228,1000,809.399751
607.641196,1000,856.440998
334.504792,1000,904.403916
850.530035,1000,985.435822
451.083591,1000,1033.025596
470.512821,1000,1080.782623
497.972973,1000,1128.771447
474.912892,1000,1175.946567
676.978417,1000,1223.027094
854.545455,1000,1304.397518
396.453901,1000,1352.442394
69.63121,948,1398.254511
687.5,1000,1446.501856
913.6,864,1488.331822
863.576159,1000,1535.728551
723.129252,1000,1583.696656
549.517685,1000,1664.960641
751.132686,1000,1712.992502
317.218543,1000,1761.276569
442.763158,1000,1808.982612
371.698113,1000,1856.917738
750.909091,1000,1904.251653
848.905109,1000,1983.405628
628.222997,1000,2030.943555
512.37785,1000,2078.697845
696.363636,1000,2126.214816
608.333333,1000,2171.774694
848.805461,1000,2219.850628
182.051282,1000,2299.538416
488.628763,1000,2346.603684
699.342105,1000,2394.200439
882.078853,1000,2442.603382
890.0,1000,2491.039776
762.676056,1000,2538.078802
659.259259,1000,2585.592818
385.915493,1000,2665.748725
916.2,838,2706.186617
852.02952,1000,2754.625112
450.675676,1000,2801.904933
640.350877,1000,2850.460347
546.464646,1000,2899.989521
524.087591,1000,2977.642817
618.543046,1000,3025.632103
881.343284,1000,3072.331947
570.175439,1000,3120.745667
650.88968,1000,3168.68017
383.766234,1000,3216.67397
330.379747,1000,3296.99209
554.545455,1000,3344.771739
737.45583,1000,3393.657804
577.740864,1000,3442.391403
892.592593,1000,3490.259086
695.527157,1000,3538.762357
715.533981,1000,3617.650612
742.105263,1000,3665.430967
660.797342,1000,3713.385196
482.089552,1000,3761.821047
384.536082,1000,3812.483143
830.795848,1000,3860.773268
543.79085,1000,3907.68059
406.451613,1000,3986.116349
596.875,1000,4032.810971
638.00738,1000,4077.629305
451.155116,1000,4125.034944
443.604651,1000,4172.783032
858.646617,1000,4219.448521
660.797342,1000,4297.764432
482.317073,1000,4344.732951
285.665529,1000,4391.953618
909.5,905,4434.341918
889.247312,1000,4481.681147
419.756839,1000,4528.16146
708.823529,1000,4606.459063
385.207101,1000,4653.558803
478.571429,1000,4700.40856
889.932886,1000,4747.270144
878.873239,1000,4794.095109
781.632653,1000,4841.597199
842.857143,1000,4888.97293
837.293729,1000,4966.845441
883.221477,1000,5013.208906
523.376623,1000,5059.617054
510.5919,1000,5107.125867
637.804878,1000,5154.327866
587.285223,1000,5201.100788
864.285714,1000,5277.898044
889.89899,1000,5324.354516
873.856209,1000,5371.423988
907.4,926,5415.554671
888.636364,1000,5462.732619
401.730104,1000,5510.020379
716.949153,1000,5588.989914
638.636364,1000,5636.591446
710.035842,1000,5682.685559
784.868421,1000,5730.025872
783.268482,1000,5776.432851
487.5,1000,5824.21632
639.130435,1000,5901.073642
471.895425,1000,5949.042144
916.7,833,5988.838617
872.332016,1000,6035.317769
566.666667,1000,6080.931216
632.732733,1000,6129.074779
435.326087,1000,6178.072415
839.285714,1000,6254.851141
780.701754,1000,6301.001574
658.278146,1000,6347.09058
683.606557,1000,6393.285445
665.676568,1000,6440.225181
681.155015,1000,6487.419821
543.939394,1000,6564.101449
832.624113,1000,6609.736823
862.962963,1000,6655.719322
535.514019,1000,6702.102135
903.4,966,6747.721142
829.166667,1000,6793.920329
318.300654,1000,6871.226355
546.853147,1000,6917.748906
655.102041,1000,6963.288877
431.914894,1000,7008.162528
892.831541,1000,7053.528432
885.611511,1000,7099.368649
224.675325,1000,7146.924839
855.32646,1000,7224.785029
881.412639,1000,7270.956626
807.534247,1000,7317.864076
505.960265,1000,7363.648136
755.018587,1000,7409.759366
795.470383,1000,7455.7149
562.650602,1000,7532.079541
288.888889,1000,7578.881827
155.972696,1000,7625.019656
892.307692,1000,7671.095747
850.704225,1000,7719.247304
771.595331,1000,7765.121094
470.093458,1000,7841.714638
499.369085,1000,7888.073843
711.258278,1000,7935.549942
862.068966,1000,7984.598122
886.754967,1000,8033.242465
844.250871,1000,8080.71874
426.81388,1000,8158.597297
381.727575,1000,8205.803288
497.359736,1000,8252.616881
687.162162,1000,8302.947385
871.428571,1000,8352.49403
613.375796,1000,8402.143494
233.333333,1000,8451.748127
879.381443,1000,8542.074142
608.333333,1000,8591.955862
686.764706,1000,8641.553052
841.391941,1000,8691.767657
825.925926,1000,8740.318036
406.896552,1000,8788.216506
395.238095,1000,8872.461309
878.26087,1000,8920.692011
333.436533,1000,8969.370221
919.1,809,9009.484735
570.731707,1000,9058.341031
889.130435,1000,9107.769881
139.616613,1000,9197.936606
539.175258,1000,9246.369861
645.874587,1000,9295.098717
151.655629,1000,9343.600715
576.579926,1000,9392.348652
504.810997,1000,9441.130633
646.575342,1000,9489.283163
649.262537,1000,9573.405726
426.845638,1000,9621.572603
217.397281,966,9669.040541
642.957746,1000,9717.869822
483.916084,1000,9766.22051
723.529412,1000,9814.750607
468.027211,1000,9905.426363
408.710801,1000,9954.066475
136.933798,1000,10003.246485
558.064516,1000,10051.621719
730.188679,1000,10100.62603
862.585034,1000,10148.789585
