#{"t_start": 1702947202.9073145, "env_id": "CarRacing-v2"}
r,l,t
-2.027027,1000,46.463375
-8.496732,1000,91.890172
-15.815825,910,132.1085
102.020202,1000,176.883215
24.756502,592,203.883742
27.038596,485,224.943837
489.74359,1000,269.491691
37.931034,1000,344.934216
-12.192527,582,371.691615
345.512821,1000,419.01787
542.642643,1000,467.496311
-15.341135,892,510.146675
726.086957,1000,556.684652
362.264151,1000,605.034995
528.472222,1000,684.963009
107.407407,1000,731.750285
803.97351,1000,778.054183
710.996564,1000,824.935649
478.07309,1000,872.298381
558.62069,1000,920.432299
619.626168,1000,1001.558605
94.34629,1000,1046.610011
573.835125,1000,1094.835882
724.137931,1000,1142.321296
449.342105,1000,1189.630511
915.3,847,1229.896411
896.296296,1000,1311.33649
473.170732,1000,1359.505008
108.872603,652,1391.697659
145.847176,1000,1439.653179
627.272727,1000,1487.993172
642.038217,1000,1535.383919
241.137124,1000,1583.354916
636.170213,1000,1664.587361
139.742857,675,1695.746607
880.066445,1000,1743.95372
880.694981,1000,1791.852025
666.891892,1000,1839.726971
278.472222,1000,1887.301108
743.621399,1000,1966.452919
492.334495,1000,2013.971638
328.152493,1000,2061.691
613.31058,1000,2109.113383
914.2,858,2150.216156
826.530612,1000,2197.841932
604.049844,1000,2246.448758
909.5,905,2320.977664
915.4,846,2361.227226
450.819672,1000,2408.557852
728.382838,1000,2457.233284
685.25641,1000,2505.364031
701.41844,1000,2552.703495
477.702703,1000,2632.695638
791.22807,1000,2680.528661
339.093484,1000,2729.653819
864.412811,1000,2774.788743
749.81685,1000,2822.456796
433.333333,1000,2871.859477
910.9,891,2915.518322
867.857143,1000,2993.35068
340.677966,1000,3040.208534
458.064516,1000,3087.287406
824.657534,1000,3136.036018
465.055762,1000,3184.060127
721.917808,1000,3232.233632
494.501718,1000,3312.388225
450.33557,1000,3360.399817
703.921569,1000,3409.230251
690.123457,1000,3457.658894
680.327869,1000,3505.521027
712.030075,1000,3553.523226
789.589905,1000,3632.684675
431.914894,1000,3680.809342
909.2,908,3724.213686
722.981366,1000,3773.103567
569.781931,1000,3824.089992
892.882562,1000,3871.71269
885.663082,1000,3949.533156
677.408638,1000,3996.770118
368.309859,1000,4043.467613
425.0,1000,4090.359596
743.283582,1000,4138.262784
843.143813,1000,4185.458873
609.570957,1000,4232.327993
656.363636,1000,4310.703415
621.254355,1000,4357.470441
315.697674,1000,4404.596897
700.0,1000,4451.339122
694.520548,1000,4498.801394
907.4,926,4539.975612
700.664452,1000,4618.139084
589.285714,1000,4665.309237
641.324921,1000,4712.135907
665.100671,1000,4758.909415
599.646643,1000,4806.382416
767.647059,1000,4853.769185
916.8,832,4924.410958
878.26087,1000,4970.873576
856.363636,1000,5017.313203
853.23741,1000,5063.831749
685.185185,1000,5111.320387
905.4,946,5156.26887
824.460432,1000,5202.821943
684.768212,1000,5279.573363
853.488372,1000,5326.24383
589.873418,1000,5373.227636
869.387755,1000,5420.617995
787.755102,1000,5468.011969
623.636364,1000,5515.098662
693.918919,1000,5594.333053
613.375796,1000,5641.845689
334.163701,1000,5687.624465
556.765677,1000,5734.803474
395.412844,1000,5781.735184
396.551724,1000,5829.062978
684.313725,1000,5907.952433
680.821918,1000,5955.931623
486.62614,1000,6003.451893
877.987421,1000,6049.183531
893.333333,1000,6095.60597
321.221865,1000,6142.486888
824.342105,1000,6220.257025
555.913978,1000,6266.872655
839.0681,1000,6313.609661
856.20438,1000,6359.288054
840.972222,1000,6405.795863
606.270627,1000,6453.031051
561.341853,1000,6499.758711
896.363636,1000,6576.015088
917.9,821,6614.200777
414.184397,1000,6660.197651
622.60274,1000,6706.507199
610.09772,1000,6753.778637
449.152542,1000,6800.086235
375.757576,1000,6877.182443
465.088757,1000,6923.874378
631.707317,1000,6969.280604
888.593156,1000,7014.063385
371.947195,1000,7059.617788
820.0,1000,7105.910436
493.167702,1000,7184.371789
861.832061,1000,7230.812521
541.843972,1000,7276.816266
320.289855,1000,7323.830322
357.249071,1000,7369.576969
746.666667,1000,7415.626311
705.147059,1000,7461.450153
452.469136,1000,7538.137749
597.594502,1000,7584.698587
691.666667,1000,7630.695328
673.333333,1000,7679.172811
787.755102,1000,7727.192928
858.62069,1000,7773.070055
873.38403,1000,7849.635251
776.28866,1000,7896.24578
879.166667,1000,7941.821929
782.154882,1000,7990.755104
326.426426,1000,8039.390966
362.395543,1000,8086.797122
820.948617,1000,8164.549522
858.62069,1000,8211.878987
700.0,1000,8258.798201
847.916667,1000,8309.343428
748.591549,1000,8358.860803
249.673203,1000,8408.527641
880.46875,1000,8498.890155
780.952381,1000,8548.417237
395.049505,1000,8598.208305
491.194969,1000,8647.820095
464.032698,1000,8698.11111
912.8,872,8740.633197
405.415162,1000,8788.536595
842.084942,1000,8872.796535
878.33935,1000,8921.022237
920.5,795,8960.416698
875.524476,1000,9009.136637
656.653992,1000,9057.982053
377.987421,1000,9107.404712
584.782609,1000,9197.566257
504.166667,1000,9246.015887
865.779468,1000,9294.742418
434.201954,1000,9343.230051
563.608563,1000,9391.987269
542.361111,1000,9440.78173
866.911765,1000,9486.356444
599.152542,1000,9573.02406
697.385621,1000,9621.216117
778.136201,1000,9670.315316
350.746269,1000,9719.116481
377.192982,1000,9767.447
388.52459,1000,9815.974782
431.147541,1000,9906.672464
414.754098,1000,9955.308406
916.8,832,9996.858127
389.864865,1000,10045.103584
787.043189,1000,10094.05837
314.012739,1000,10142.283825
679.359431,1000,10230.912905
666.550523,1000,10278.778419
624.907063,1000,10327.213756
701.948052,1000,10375.824795
542.622951,1000,10424.292756
645.508982,1000,10473.350262
685.211268,1000,10563.206688
718.791946,1000,10613.53899
222.18845,1000,10662.352535
862.328767,1000,10711.791791
910.6,894,10757.530248
244.311377,1000,10807.492853
810.780669,1000,10856.711275
551.877133,1000,10948.172256
681.350482,1000,10997.05429
637.931034,1000,11045.587929
696.825397,1000,11093.740723
648.251748,1000,11141.492435
628.222997,1000,11187.70344
865.156794,1000,11277.450416
540.677966,1000,11325.24917
858.762887,1000,11373.773231
859.866221,1000,11421.797167
809.698997,1000,11470.6053
462.5,1000,11519.227092
550.519031,1000,11609.819237
528.664495,1000,11659.390497
549.305556,1000,11706.381391
368.309859,1000,11750.758009
680.952381,1000,11795.129708
371.153846,1000,11839.68493
868.531469,1000,11883.940118
649.196141,1000,11959.419675
722.641509,1000,12004.515905
773.817035,1000,12048.759392
590.909091,1000,12093.181863
303.560831,1000,12137.122393
835.810811,1000,12181.135017
184.246575,1000,12254.806093
757.615894,1000,12298.79749
875.438596,1000,12343.60728
854.887218,1000,12387.942369
864.980545,1000,12431.914954
880.314961,1000,12476.051955
834.782609,1000,12550.420421
612.328767,1000,12594.282849
890.44586,1000,12638.889356
826.739927,1000,12684.131927
867.741935,1000,12730.175766
557.534247,1000,12775.768673
639.583333,1000,12849.21906
605.479452,1000,12893.331715
637.179487,1000,12937.733463
581.208054,1000,12982.134991
821.933086,1000,13026.11536
711.808118,1000,13069.63008
738.235294,1000,13113.670539
789.240506,1000,13186.942762
793.548387,1000,13232.191283
879.919679,1000,13280.992971
257.357357,1000,13329.24341
783.495146,1000,13374.964002
538.297872,1000,13423.102224
920.0,800,13503.891501
775.0,1000,13553.858833
309.785933,1000,13604.196539
516.613419,1000,13654.481416
609.897611,1000,13706.265732
503.833866,1000,13755.690488
624.919094,1000,13836.541875
699.319728,1000,13884.570714
520.805369,1000,13932.87827
577.966102,1000,13980.933262
773.134328,1000,14028.944537
102.841237,653,14060.629173
492.948718,1000,14110.106282
784.615385,1000,14199.189628
871.428571,1000,14248.82208
451.020408,1000,14298.396225
786.925795,1000,14347.381337
591.803279,1000,14396.8641
525.468165,1000,14443.86461
504.938272,1000,14536.434509
415.151515,1000,14586.307238
801.639344,1000,14636.073567
509.120521,1000,14685.037191
450.675676,1000,14734.255078
763.013699,1000,14784.036852
433.762058,1000,14870.664683
221.321321,1000,14920.202123
666.233766,1000,14968.301419
813.357401,1000,15016.828633
384.177215,1000,15065.355547
478.397213,1000,15113.771971
527.272727,1000,15161.894019
671.217712,1000,15251.036705
696.0,1000,15299.740259
325.99278,1000,15347.867051
763.192182,1000,15396.296776
691.390728,1000,15443.949208
706.962025,1000,15492.194913
829.328622,1000,15582.00739
539.215686,1000,15629.09314
607.165109,1000,15677.008218
410.416667,1000,15724.792403
695.986622,1000,15772.852311
472.847682,1000,15823.426108
785.714286,1000,15915.358244
441.516245,1000,15963.976033
238.815789,1000,16013.068581
403.521127,1000,16062.529437
394.983278,1000,16112.912689
