#{"t_start": 1702947202.906275, "env_id": "CarRacing-v2"}
r,l,t
-15.833333,826,39.063657
16.981132,1000,84.588688
-10.405426,888,123.823483
-13.49481,1000,168.345697
-103.692079,830,205.886058
34.228188,1000,250.444594
304.605263,1000,325.713929
206.397306,1000,370.582442
10.327451,584,396.57052
319.230769,1000,445.324619
501.476015,1000,492.811944
346.376812,1000,539.739138
649.12892,1000,587.495708
46.471429,822,659.825105
236.234317,956,704.803432
484.507042,1000,751.37761
912.4,876,792.680809
588.311688,1000,839.359719
118.397306,881,881.668962
445.454545,1000,929.789966
896.428571,1000,1010.710571
746.715328,1000,1058.045459
587.096774,1000,1106.215133
586.868687,1000,1153.595825
881.343284,1000,1200.924474
162.740072,731,1233.858329
702.631579,1000,1315.228894
879.381443,1000,1363.396516
501.190476,1000,1411.582905
905.6,944,1457.381326
755.218855,1000,1505.115204
698.657718,1000,1552.818926
495.469256,1000,1634.020612
912.5,875,1676.407098
53.566443,915,1720.507262
542.599278,1000,1768.666578
921.8,782,1806.519784
750.364964,1000,1854.37376
504.501608,1000,1901.801588
816.666667,1000,1980.984375
825.925926,1000,2028.516028
371.875,1000,2074.087605
608.333333,1000,2121.622028
840.140845,1000,2169.138402
709.859155,1000,2217.094581
716.901408,1000,2296.991002
223.529412,1000,2344.015605
735.526316,1000,2391.844883
361.05919,1000,2439.994152
640.484429,1000,2488.436965
892.094862,1000,2535.492173
318.738298,920,2579.547333
875.609756,1000,2659.494614
913.9,861,2700.939877
862.546816,1000,2749.415429
889.130435,1000,2797.093273
401.567398,1000,2845.159551
712.698413,1000,2894.832762
696.666667,1000,2972.576272
907.3,927,3017.154892
914.6,854,3057.518646
477.922078,1000,3105.211002
686.476868,1000,3153.495143
316.666667,1000,3201.572763
642.753623,1000,3249.932015
878.647687,1000,3327.978094
482.758621,1000,3376.819475
846.488294,1000,3424.946198
437.162162,1000,3473.416164
764.963504,1000,3521.553253
662.068966,1000,3568.647624
706.338028,1000,3648.506027
731.683168,1000,3696.528859
771.527778,1000,3744.347152
656.756757,1000,3793.702872
672.727273,1000,3843.892554
896.69967,1000,3890.720883
328.571429,1000,3968.814239
638.351254,1000,4016.201794
892.857143,1000,4062.660035
914.3,857,4103.428332
356.747405,1000,4151.454134
731.61512,1000,4198.187562
517.737003,1000,4276.198084
508.433735,1000,4323.805189
908.4,916,4366.637708
632.673267,1000,4413.692767
896.610169,1000,4460.561784
409.225092,1000,4507.669986
