#{"t_start": 1702865271.5234942, "env_id": "CarRacing-v2"}
r,l,t
-43.894389,1000,50.790732
-10.394265,1000,98.539305
-30.15873,1000,230.117953
-15.750916,1000,276.798328
-34.782609,1000,324.450852
-12.698413,1000,442.515176
-36.877076,1000,491.560472
-36.026936,1000,599.869919
-27.536232,1000,645.968783
-22.297297,1000,693.300473
-24.460432,1000,819.275546
-28.082192,1000,863.880267
-56.896552,1000,966.573518
-20.138889,1000,1013.820259
12.244898,1000,1058.655486
76.258993,1000,1164.991423
-27.051672,1000,1211.637895
-17.808219,1000,1339.076616
-12.087912,1000,1385.313659
-22.033898,1000,1431.775664
-22.807018,1000,1554.209063
-3.474903,1000,1599.826941
-24.092409,1000,1728.973086
-18.088737,1000,1776.483665
-18.088737,1000,1822.87095
-12.878788,1000,1951.009786
-20.529801,1000,1997.059507
-24.590164,1000,2125.436911
-24.137931,1000,2170.990416
-29.824561,1000,2216.004115
-29.26045,1000,2340.450872
68.539326,1000,2386.584486
-31.596091,1000,2494.53372
-20.529801,1000,2541.615274
-13.857678,1000,2588.65609
-14.285714,1000,2716.890321
-15.441176,1000,2762.406932
-13.194444,1000,2881.465693
-19.014085,1000,2926.725793
-14.965986,1000,2971.454419
15.741791,560,3053.590714
216.725979,1000,3100.106899
-32.098765,1000,3227.701231
-15.492958,1000,3272.683273
-17.981073,1000,3320.2084
-20.127796,1000,3451.218325
27.272727,1000,3497.860338
196.167247,1000,3624.006237
409.157509,1000,3670.071671
309.594096,1000,3716.304049
-27.968293,988,3840.032122
210.679612,1000,3887.217069
394.545455,1000,4018.129079
278.737542,1000,4065.565511
-12.0,1000,4112.145306
30.77619,598,4218.043309
29.032258,1000,4262.60302
359.363958,1000,4307.840305
85.810811,1000,4416.190262
248.920863,1000,4462.446987
30.742049,1000,4569.788571
-11.971831,1000,4616.264128
-11.864407,1000,4663.675884
176.816609,1000,4794.90972
-21.428571,1000,4843.238939
408.833922,1000,4971.15598
458.394161,1000,5018.774386
283.275261,1000,5067.029329
317.417417,1000,5197.928293
299.305556,1000,5246.157922
173.311897,1000,5368.852199
203.030303,1000,5415.820129
46.179402,1000,5462.984703
329.104478,1000,5593.581538
405.016722,1000,5642.129358
328.057554,1000,5773.520787
77.04918,1000,5821.077659
-20.529801,1000,5869.888487
190.322581,1000,6000.113393
679.527559,1000,6047.987489
166.25387,1000,6179.79558
-24.290221,1000,6226.708699
229.446064,1000,6274.494923
255.400697,1000,6403.273693
28.205128,1000,6450.313532
412.727273,1000,6579.18107
243.434343,1000,6628.897882
41.935484,1000,6678.494648
253.312303,1000,6809.339041
222.47557,1000,6858.851178
816.334661,1000,6988.371061
43.396226,1000,7034.545451
34.948097,1000,7078.433767
87.265918,1000,7205.773409
-18.300654,1000,7252.941169
218.84058,1000,7381.706605
11.864407,1000,7429.386209
133.898305,1000,7477.935698
60.0,1000,7606.954181
213.333333,1000,7654.934271
-18.819188,1000,7785.925063
209.76431,1000,7833.261613
6.739812,501,7858.588794
207.692308,1000,7966.257097
393.333333,1000,8012.471263
236.996337,1000,8058.838343
230.985915,1000,8189.697557
42.857143,1000,8236.613308
308.304498,1000,8365.031229
319.230769,1000,8409.496808
115.568862,1000,8451.861703
311.003236,1000,8548.498476
337.5,1000,8591.104264
261.403509,1000,8688.875633
174.725275,1000,8729.591041
123.880597,1000,8772.263393
385.507246,1000,8872.681823
244.709898,1000,8914.078362
107.430341,1000,9013.765627
185.245902,1000,9056.950153
351.827243,1000,9099.473872
85.964912,1000,9201.591049
280.952381,1000,9244.242229
262.068966,1000,9344.71859
471.875,1000,9387.865231
-11.864407,1000,9429.7838
86.131387,1000,9529.311117
81.518152,1000,9572.240997
62.790698,1000,9674.952641
369.465649,1000,9718.270103
388.294314,1000,9761.752742
309.556314,1000,9862.393668
52.985075,1000,9904.349184
299.293286,1000,10004.813086
356.747405,1000,10047.655257
334.944238,1000,10089.885051
237.620579,1000,10196.098148
131.012658,1000,10242.81949
31.578947,1000,10346.729747
213.653137,1000,10389.601102
99.233716,1000,10432.09488
222.368421,1000,10532.284171
447.854785,1000,10574.499268
148.52071,1000,10674.253738
451.971326,1000,10716.882334
275.0,1000,10759.230171
481.749049,1000,10857.569213
297.923875,1000,10900.929229
335.897436,1000,11003.759316
251.916376,1000,11046.320984
206.122449,1000,11088.986073
312.18638,1000,11187.690539
163.157895,1000,11229.539449
414.65798,1000,11329.610699
237.4613,1000,11372.372115
382.993197,1000,11414.935777
169.662921,1000,11510.780074
228.767123,1000,11552.028319
398.327759,1000,11651.372941
282.142857,1000,11693.042897
309.556314,1000,11734.716127
173.972603,1000,11833.390501
143.589744,1000,11875.186449
359.807074,1000,11972.810013
276.923077,1000,12013.925435
312.878788,1000,12056.247645
16.363636,1000,12152.403609
62.361624,1000,12194.729206
314.715719,1000,12292.34224
