#{"t_start": 1702865271.5311267, "env_id": "CarRacing-v2"}
r,l,t
-39.873418,1000,50.929083
-59.731544,1000,98.679454
-31.137725,1000,230.266527
-28.327645,1000,277.069937
-21.568627,1000,324.59105
-40.594059,1000,442.665426
-36.454849,1000,491.703417
-19.860627,1000,600.009105
-33.797909,1000,646.110764
-18.215613,1000,693.44038
22.866894,1000,819.410473
-29.889299,1000,864.022112
-31.271478,1000,966.828924
-33.544304,1000,1013.961347
64.0625,1000,1058.792615
-22.297297,1000,1165.120098
-27.631579,1000,1211.758252
-26.601266,786,1330.007992
-17.525773,1000,1376.190346
-28.104575,1000,1422.858696
46.520147,1000,1544.920069
-27.392739,1000,1590.784484
-23.312883,1000,1719.61888
-20.127796,1000,1767.279055
-24.836601,1000,1813.615188
-29.230769,1000,1941.823612
-21.708185,1000,1987.907473
-13.49481,1000,2116.530341
-25.233645,1000,2161.88691
78.571429,1000,2206.894763
-23.58804,1000,2331.162094
-9.090909,1000,2377.388151
-17.562724,1000,2485.289055
-11.971831,1000,2529.742851
-20.353982,1000,2576.670572
77.700348,1000,2704.645571
-19.732441,1000,2750.503017
277.697842,1000,2869.91538
-24.528302,1000,2915.062761
-16.107383,1000,2960.052849
22.302158,1000,3063.159006
57.894737,1000,3110.054982
-3.100775,1000,3237.228727
69.291339,1000,3282.589485
-4.580153,1000,3330.034967
156.25,1000,3461.21142
-22.330097,1000,3507.540921
-9.090909,1000,3633.674675
-13.621262,1000,3679.785545
67.883212,1000,3725.948092
51.079137,1000,3850.403296
242.657343,1000,3897.66621
15.576923,576,3926.64794
73.228346,1000,4057.242332
-32.153392,1000,4103.890317
74.545455,1000,4229.631759
46.616541,1000,4273.803926
-21.824104,1000,4319.658449
371.380471,1000,4425.871027
60.305344,1000,4471.965248
468.84058,1000,4579.185249
-10.071942,1000,4625.91912
270.12987,1000,4673.995623
44.032922,1000,4804.594539
338.356164,1000,4852.915422
37.123746,1000,4981.119664
320.689655,1000,5028.818007
231.081081,1000,5076.965201
135.494881,1000,5207.586584
522.83737,1000,5256.072768
284.375,1000,5378.703996
267.491166,1000,5425.498105
377.272727,1000,5472.666893
333.898305,1000,5603.560012
394.505495,1000,5652.211654
254.948805,1000,5783.475282
79.282869,1000,5830.885413
233.333333,1000,5879.605731
252.739726,1000,6009.961023
-27.21519,1000,6057.884086
-12.337662,1000,6189.743793
338.356164,1000,6236.524854
45.59387,1000,6284.508686
229.192547,1000,6413.403471
46.258503,1000,6459.919114
137.082067,1000,6589.300186
215.436242,1000,6638.876133
35.714286,1000,6688.732611
288.513514,1000,6819.508058
337.5,1000,6868.685744
-25.0,1000,6998.037378
619.42446,1000,7044.08399
