#{"t_start": 1702865271.5301232, "env_id": "CarRacing-v2"}
r,l,t
-54.545455,1000,50.909662
-13.357401,1000,98.65934
-41.37931,1000,230.245691
-34.482759,1000,277.050019
-8.366534,1000,324.570049
-38.461538,1000,442.645184
-16.666667,1000,491.682758
-9.433962,1000,599.988797
-36.908517,1000,646.091051
-6.137184,1000,693.419686
-21.232877,1000,819.391949
-36.329588,1000,864.002702
-32.384342,1000,966.809473
-28.813559,1000,1013.941895
-24.398625,1000,1058.772311
-31.034483,1000,1165.10061
15.789474,1000,1211.737826
-22.297297,1000,1339.176641
95.219124,1000,1385.411416
-25.566343,1000,1431.871359
4.72973,1000,1554.306714
-8.396947,1000,1599.925624
83.673469,1000,1729.073714
-22.297297,1000,1776.583574
-4.214559,1000,1822.969987
111.895911,1000,1951.110747
-12.587413,1000,1997.159502
54.205607,1000,2125.533541
-32.352941,1000,2171.079672
66.666667,1000,2216.089786
-33.544304,1000,2340.556854
-23.58804,1000,2386.800203
54.121864,1000,2494.622786
10.062893,1000,2541.706513
-34.52381,1000,2588.755301
-23.809524,1000,2716.97673
-30.232558,1000,2762.493784
-3.914591,1000,2881.553492
46.718147,1000,2926.81108
34.020619,1000,2971.541557
-21.383648,1000,3075.327862
-20.972644,1000,3121.863673
-20.0,1000,3246.347536
358.181818,1000,3292.252345
25.43554,1000,3339.694141
51.943463,1000,3470.759725
-0.383142,1000,3516.910028
-14.893617,1000,3643.106022
102.42915,1000,3689.18073
267.272727,1000,3735.146117
238.235294,1000,3860.200016
-8.196721,1000,3907.398054
171.604938,1000,4038.260126
29.496403,1000,4085.289054
384.536082,1000,4132.854411
58.301158,1000,4256.356181
-13.978495,1000,4301.407701
604.379562,1000,4409.746602
176.872964,1000,4456.040407
483.333333,1000,4501.499515
46.341463,1000,4609.921246
289.705882,1000,4656.835745
93.548387,1000,4788.502957
133.846154,1000,4836.471989
50.0,1000,4883.050663
156.756757,1000,5012.152552
380.836237,1000,5060.308817
310.658307,1000,5191.270385
248.432056,1000,5239.087394
288.489209,1000,5287.174744
433.333333,1000,5409.481155
378.10219,1000,5456.596173
405.376344,1000,5586.908038
230.33033,1000,5635.522824
-32.20339,1000,5683.608988
-21.428571,1000,5814.624458
160.56338,1000,5863.286075
224.590164,1000,5993.608034
0.334448,1000,6041.369437
291.156463,1000,6089.859007
266.666667,1000,6220.223644
198.701299,1000,6268.053823
149.158249,1000,6396.850264
196.819788,1000,6443.970142
331.438127,1000,6491.515091
124.924012,1000,6618.910116
518.881119,1000,6668.743565
231.26935,1000,6799.474362
270.860927,1000,6849.336219
25.475285,1000,6897.170611
341.558442,1000,7025.741546
591.40625,1000,7071.961711
-21.428571,1000,7199.275324
190.0,1000,7246.33779
59.851301,1000,7292.263033
32.867133,1000,7422.820791
73.333333,1000,7471.131267
230.15873,1000,7600.513188
222.033898,1000,7648.26444
189.377289,1000,7696.228311
231.05802,1000,7826.821242
193.286219,1000,7874.220843
32.616487,1000,7981.70803
14.391144,1000,8027.429047
-11.111111,1000,8074.855475
226.018809,1000,8205.540998
515.942029,1000,8252.475849
292.282958,1000,8380.148778
100.680272,1000,8423.867739
44.366197,1000,8466.188571
-21.383648,1000,8563.094771
311.371237,1000,8605.425211
72.955975,1000,8703.282891
21.875,1000,8745.801839
252.517986,1000,8788.622728
240.425532,1000,8888.624392
24.55516,1000,8930.419998
198.561151,1000,9030.200132
130.985915,1000,9073.313402
358.064516,1000,9115.528713
32.8125,1000,9217.8413
