#{"t_start": 1702865271.5268755, "env_id": "CarRacing-v2"}
r,l,t
-58.064516,1000,50.850256
-11.439114,1000,98.599014
-15.789474,1000,230.180227
-15.384615,1000,276.989688
-32.038835,1000,324.511439
-1.140684,1000,442.582181
-48.387097,1000,491.623547
-15.492958,1000,599.929516
-25.490196,1000,646.028795
-29.663609,1000,693.360029
-24.398625,1000,819.333897
46.875,1000,863.943884
-29.26045,1000,966.632866
23.71134,1000,1013.880555
22.866894,1000,1058.713749
-28.79257,1000,1165.052216
100.0,1000,1211.687198
-33.534743,1000,1339.125832
36.054422,1000,1385.36269
55.30303,1000,1431.822605
-19.732441,1000,1554.258718
-11.439114,1000,1599.876532
-20.962199,1000,1729.023734
-16.666667,1000,1776.53321
-16.955017,1000,1822.91979
-20.289855,1000,1951.058873
52.112676,1000,1997.10935
-20.265781,1000,2125.485875
-23.076923,1000,2171.029008
-19.298246,1000,2216.042304
68.539326,1000,2340.498952
-11.111111,1000,2386.622728
-18.518519,1000,2494.573772
-7.142857,1000,2541.653949
-28.994083,1000,2588.701877
-19.708029,1000,2716.927888
-18.439716,1000,2762.444397
-10.344828,1000,2881.503531
-19.732441,1000,2926.763788
-20.415225,1000,2971.49139
148.275862,1000,3075.278741
44.200627,1000,3121.815485
57.676349,1000,3246.298655
43.884892,1000,3292.201894
-23.076923,1000,3339.644235
-16.943522,1000,3470.710638
34.099617,1000,3516.858713
303.278689,1000,3643.055552
180.701754,1000,3689.129772
-27.899687,1000,3735.09461
450.17301,1000,3860.151095
387.084871,1000,3907.346868
371.830986,1000,4038.208313
-20.689655,1000,4085.238217
656.862745,1000,4132.80442
22.923588,1000,4256.30762
-17.241379,1000,4301.3589
522.302158,1000,4409.693821
301.960784,1000,4455.991105
317.857143,1000,4501.451691
-16.666667,1000,4609.874242
81.415929,1000,4656.784558
157.142857,1000,4788.453393
146.575342,1000,4836.420658
-29.530201,1000,4883.000119
56.133829,1000,5012.101061
523.762376,1000,5060.2573
326.573427,1000,5191.218833
245.047923,1000,5239.03415
217.406143,1000,5287.126682
155.033557,1000,5409.430174
335.714286,1000,5456.545961
38.513514,1000,5586.855279
29.251701,1000,5635.469777
10.726644,1000,5683.556073
135.690236,1000,5814.573571
225.581395,1000,5863.232467
237.423313,1000,5993.558148
364.419476,1000,6041.318349
2.661597,1000,6089.806368
59.468439,1000,6220.172167
-15.129151,1000,6268.002227
3.585657,1000,6396.796434
368.401487,1000,6443.921037
468.548387,1000,6491.46357
264.963504,1000,6618.858945
-28.813559,1000,6668.688884
234.459459,1000,6799.423481
365.798046,1000,6849.284379
349.685535,1000,6897.11967
44.876325,1000,7025.693111
644.186047,1000,7071.907474
159.375,1000,7199.225801
196.416938,1000,7246.286103
369.69697,1000,7292.215701
362.686567,1000,7422.768417
605.084746,1000,7471.080618
268.600683,1000,7600.463078
282.550336,1000,7648.213145
11.111111,1000,7696.17542
203.030303,1000,7826.767263
42.857143,1000,7874.168467
82.481752,1000,7981.659121
63.522013,1000,8027.378121
37.123746,1000,8074.800103
329.042904,1000,8205.48929
