#{"t_start": 1702865271.525746, "env_id": "CarRacing-v2"}
r,l,t
-49.275362,1000,50.831165
-44.237918,1000,98.578967
-47.552448,1000,230.159979
-19.413919,1000,276.970366
-31.899642,1000,324.490023
-27.672956,1000,442.558394
-30.513595,1000,491.602179
-22.558923,1000,599.909015
-22.297297,1000,646.009221
-29.71246,1000,693.339885
36.882129,1000,819.31462
-30.693069,1000,863.922669
-24.050633,1000,966.612945
-20.529801,1000,1013.861143
-13.333333,1000,1058.694195
48.367953,1000,1165.032697
-21.121212,841,1204.781197
-39.438462,780,1323.063711
61.616162,1000,1369.117208
-33.933934,1000,1415.883126
-21.428571,1000,1537.92383
-5.797101,1000,1583.740967
50.0,1000,1712.365048
-28.143713,1000,1760.15126
55.893536,1000,1806.50266
-14.498141,1000,1934.762041
22.807018,1000,1978.291636
-15.789474,1000,2106.804083
-22.829582,1000,2152.443012
-23.84106,1000,2197.436028
-27.631579,1000,2321.389388
-22.558923,1000,2367.648464
-20.0,1000,2475.526838
48.275862,1000,2522.564873
-24.657534,1000,2569.391786
-27.835052,1000,2697.620923
-29.765886,1000,2743.468399
-7.849829,1000,2862.850603
52.542373,1000,2908.028681
42.857143,1000,2953.231728
-17.218543,1000,3056.206794
169.230769,1000,3102.927753
205.755396,1000,3230.302623
62.162162,1000,3275.358911
-10.11236,1000,3322.854699
283.561644,1000,3453.898118
80.0,1000,3500.440576
292.026578,1000,3626.639047
-12.087912,1000,3672.757216
28.571429,1000,3718.987957
37.40458,1000,3843.201039
-22.261484,1000,3890.404727
160.450161,1000,4021.419405
22.44898,1000,4068.866723
-27.33564,1000,4115.577238
195.950156,1000,4240.527557
469.811321,1000,4284.947105
184.866469,1000,4392.845793
-3.474903,1000,4439.360825
-32.515337,1000,4485.228429
268.770764,1000,4592.996905
-11.864407,1000,4640.02922
162.686567,1000,4770.95903
439.007092,1000,4819.127124
75.510204,1000,4866.574856
529.496403,1000,4995.267144
338.356164,1000,5042.978365
195.950156,1000,5174.632076
243.75,1000,5221.624687
78.947368,1000,5267.827441
275.862069,1000,5390.083725
269.175627,1000,5437.051646
-5.882353,1000,5567.330055
173.809524,1000,5615.437479
143.75,1000,5664.127733
-20.138889,1000,5795.240842
-19.871795,1000,5842.828413
56.794425,1000,5974.556067
40.562249,1000,6021.705464
52.173913,1000,6069.765428
3.174603,1000,6201.117297
144.827586,1000,6248.431256
477.854671,1000,6377.370091
208.139535,1000,6425.066768
296.103896,1000,6471.667968
3.942652,1000,6601.400739
64.179104,1000,6651.20202
331.734317,1000,6782.865143
46.153846,1000,6831.413907
221.192053,1000,6880.356665
67.763158,1000,7009.483852
303.389831,1000,7055.296335
521.323529,1000,7183.092327
374.048443,1000,7229.365178
332.432432,1000,7276.063851
282.636656,1000,7405.677427
65.605096,1000,7453.458248
391.582492,1000,7583.952665
60.447761,1000,7630.986253
16.504854,1000,7678.917856
220.895522,1000,7809.973408
147.678019,1000,7857.413741
332.539683,1000,7965.185629
387.544484,1000,8011.367046
-20.265781,1000,8057.684228
424.163569,1000,8188.511265
246.801347,1000,8235.43177
166.447368,1000,8363.911145
57.509158,1000,8408.445312
59.744409,1000,8450.828497
280.503145,1000,8547.453807
86.666667,1000,8590.06151
392.163009,1000,8685.989002
58.730159,1000,8728.530401
233.333333,1000,8771.209507
211.418685,1000,8871.65444
177.777778,1000,8913.036773
122.570533,1000,9012.674332
293.220339,1000,9055.879004
-6.896552,1000,9098.418216
211.111111,1000,9200.539987
411.945392,1000,9243.181175
176.470588,1000,9343.665946
47.169811,1000,9386.823491
237.837838,1000,9428.720233
74.418605,1000,9528.243427
222.485207,1000,9571.17592
36.18677,1000,9673.845516
222.916667,1000,9717.223263
145.398773,1000,9760.643119
357.627119,1000,9861.373586
164.084507,1000,9903.270848
556.826568,1000,10003.768731
254.51505,1000,10046.576712
162.458472,1000,10088.861686
208.411215,1000,10194.796991
223.624595,1000,10241.701374
169.11315,1000,10345.639771
125.080386,1000,10388.556527
319.928826,1000,10431.039526
83.266932,1000,10531.213621
52.249135,1000,10573.417834
-20.87592,882,10668.42804
269.863014,1000,10710.947776
142.424242,1000,10753.297634
238.815789,1000,10851.768275
327.509294,1000,10895.007091
278.571429,1000,10997.852271
322.48062,1000,11040.430033
395.114007,1000,11081.01888
163.322884,1000,11180.110128
41.914191,1000,11221.994007
51.702786,1000,11321.887931
341.077441,1000,11364.702417
535.738832,1000,11407.06289
37.254902,1000,11505.172982
24.087591,1000,11546.361647
152.396166,1000,11645.551143
234.545455,1000,11687.450418
251.648352,1000,11729.100108
442.124542,1000,11827.543978
665.306122,1000,11869.493205
210.469314,1000,11967.12989
52.249135,1000,12008.093798
284.615385,1000,12050.404851
164.984227,1000,12146.630121
16.838488,1000,12188.931257
439.285714,1000,12286.576252
137.654321,1000,12328.734398
87.05036,1000,12369.498127
285.214008,1000,12467.138641
244.569288,1000,12509.071669
408.474576,1000,12603.446345
285.185185,1000,12645.230812
364.684015,1000,12686.968543
